;id_1;id_2;base_name;score_base;ref_1_name;score_ref_1;ref_2_name;score_ref_2
329;5271;5915;DINO;0.9655796;SigLIP;0.43495184;CLIP;0.7740288
330;5277;7663;DINO;0.9889192;SigLIP;0.5929406;CLIP;0.9690244
331;5283;6431;DINO;0.97961986;SigLIP;0.47638693;CLIP;0.95415705
332;5357;8580;DINO;0.963325;SigLIP;0.5061939;CLIP;0.94341373
333;5357;8257;DINO;0.95681715;SigLIP;0.58696973;CLIP;0.87811136
334;5379;7471;DINO;0.9542118;SigLIP;0.2863132;CLIP;0.94240534
335;5409;6147;DINO;0.9692699;SigLIP;0.3004194;CLIP;0.7969527
336;2880;5462;DINO;0.9500079;SigLIP;0.3683;CLIP;0.8763105
337;5523;5573;DINO;0.97701716;SigLIP;0.5719162;CLIP;0.9506545
338;5583;7503;DINO;0.96006274;SigLIP;0.43854398;CLIP;0.89155614
339;5599;6414;DINO;0.9501543;SigLIP;0.28757793;CLIP;0.8359105
340;5632;6573;DINO;0.9653967;SigLIP;0.49429098;CLIP;0.91999435
