;id_1;id_2;base_name;score_base;ref_1_name;score_ref_1;ref_2_name;score_ref_2
341;2909;5632;DINO;0.9649855;SigLIP;0.58996177;CLIP;0.9059689
342;5709;7561;DINO;0.98388577;SigLIP;0.57467043;CLIP;0.9350486
343;5709;6573;DINO;0.98257124;SigLIP;0.44681475;CLIP;0.9293755
344;5796;8124;DINO;0.9556993;SigLIP;0.41991693;CLIP;0.8708627
345;4975;5835;DINO;0.9525039;SigLIP;0.52514315;CLIP;0.8704673
346;5835;6777;DINO;0.9510607;SigLIP;0.59718716;CLIP;0.870194
347;5890;6239;DINO;0.9768584;SigLIP;0.12531719;CLIP;0.89518774
348;519;5915;DINO;0.96123266;SigLIP;0.5206296;CLIP;0.8023585
349;3534;5915;DINO;0.95752966;SigLIP;0.46118537;CLIP;0.83743453
350;4975;5921;DINO;0.95153975;SigLIP;0.5540173;CLIP;0.78575915
351;5923;7593;DINO;0.95015025;SigLIP;0.59294915;CLIP;0.7877091
352;5936;7860;DINO;0.95947933;SigLIP;0.3254766;CLIP;0.7287488
353;5979;8016;DINO;0.9641564;SigLIP;0.4202775;CLIP;0.9746478
354;5709;5984;DINO;0.963097;SigLIP;0.39888316;CLIP;0.87417865
355;3289;6006;DINO;0.9558325;SigLIP;0.54007554;CLIP;0.84873164
356;6006;6140;DINO;0.955519;SigLIP;0.53218555;CLIP;0.88688254
357;519;6006;DINO;0.9538181;SigLIP;0.5329834;CLIP;0.89043385
358;6033;7730;DINO;0.95100534;SigLIP;0.58583426;CLIP;0.92426294
359;6047;8580;DINO;0.9672581;SigLIP;0.5810281;CLIP;0.90737903
360;6088;8141;DINO;0.95063233;SigLIP;0.4549186;CLIP;0.88281715
361;2616;6092;DINO;0.9534784;SigLIP;0.36777657;CLIP;0.89398813
362;6094;7796;DINO;0.958487;SigLIP;0.38076162;CLIP;0.92707527
363;6103;7035;DINO;0.991426;SigLIP;0.4522075;CLIP;0.9496664
364;6103;7364;DINO;0.98683155;SigLIP;0.3782534;CLIP;0.9472491
365;6103;6573;DINO;0.97529924;SigLIP;0.3004101;CLIP;0.92379117
366;6180;6535;DINO;0.971143;SigLIP;0.44107968;CLIP;0.90725476
367;835;6220;DINO;0.9593353;SigLIP;0.5195215;CLIP;0.8960451
368;6266;7021;DINO;0.968247;SigLIP;0.5217384;CLIP;0.9494772
369;5152;6269;DINO;0.96365416;SigLIP;-0.11877447;CLIP;0.87099373
370;6321;8628;DINO;0.953975;SigLIP;0.36463428;CLIP;0.75809145
371;6354;8120;DINO;0.96602035;SigLIP;0.55686784;CLIP;0.7881532
372;6359;8661;DINO;0.95617723;SigLIP;0.3982059;CLIP;0.8924071
373;6385;8367;DINO;0.98594964;SigLIP;0.38280517;CLIP;0.9827614
374;6385;6438;DINO;0.98493266;SigLIP;0.510955;CLIP;0.9848871
375;6443;7175;DINO;0.9706706;SigLIP;0.29077584;CLIP;0.925156
376;275;6535;DINO;0.9602089;SigLIP;0.26332325;CLIP;0.8449411
377;5271;6633;DINO;0.96360546;SigLIP;0.3988083;CLIP;0.6285085
378;6654;8668;DINO;0.9625857;SigLIP;0.5865904;CLIP;0.9479885
379;5709;6722;DINO;0.9626609;SigLIP;0.49186864;CLIP;0.8664509
380;6735;7901;DINO;0.9649919;SigLIP;0.55795324;CLIP;0.9302914
381;1736;6792;DINO;0.9521706;SigLIP;0.593316;CLIP;0.9005271
382;6839;8651;DINO;0.9689775;SigLIP;0.5690928;CLIP;0.8648435
383;6945;7251;DINO;0.97236925;SigLIP;0.29390702;CLIP;0.91949093
384;6573;7035;DINO;0.9753236;SigLIP;0.5115796;CLIP;0.9392453
385;7078;8672;DINO;0.9588984;SigLIP;0.5965116;CLIP;0.9450316
386;2616;7190;DINO;0.9567768;SigLIP;0.3001912;CLIP;0.75449157
387;7190;8218;DINO;0.95388186;SigLIP;0.30705783;CLIP;0.7337755
388;6180;7190;DINO;0.9530208;SigLIP;0.360245;CLIP;0.74366456
389;184;7190;DINO;0.9525669;SigLIP;0.33266369;CLIP;0.79371357
390;7275;7941;DINO;0.9526931;SigLIP;0.5308824;CLIP;0.8583177
391;6140;7309;DINO;0.9503475;SigLIP;0.45053938;CLIP;0.8647125
392;6573;7364;DINO;0.9754538;SigLIP;0.39976138;CLIP;0.9455724
393;7592;7670;DINO;0.96403444;SigLIP;0.4718669;CLIP;0.933876
394;7035;7735;DINO;0.97432745;SigLIP;0.53943145;CLIP;0.92482316
395;7364;7735;DINO;0.9720645;SigLIP;0.4530049;CLIP;0.926321
396;2505;7763;DINO;0.98362315;SigLIP;0.53382754;CLIP;0.975449
397;4583;7793;DINO;0.9561559;SigLIP;0.43060884;CLIP;0.9634303
398;2183;7941;DINO;0.95799935;SigLIP;0.58911735;CLIP;0.85864425
399;2505;7952;DINO;0.98046565;SigLIP;0.52406;CLIP;0.97006404
400;8124;8354;DINO;0.9619124;SigLIP;0.5721048;CLIP;0.8770408
401;4876;8174;DINO;0.9506677;SigLIP;0.59607446;CLIP;0.92304397
402;5271;8182;DINO;0.95732266;SigLIP;0.12092751;CLIP;0.7843119
403;917;8182;DINO;0.95005924;SigLIP;0.23185496;CLIP;0.7928527
404;6573;8191;DINO;0.95683146;SigLIP;0.43715006;CLIP;0.8648943
405;7735;8191;DINO;0.9531539;SigLIP;0.53678596;CLIP;0.87083244
406;8206;8588;DINO;0.951112;SigLIP;0.35664135;CLIP;0.91717833
407;2183;8218;DINO;0.95250857;SigLIP;0.42812672;CLIP;0.8127396
408;319;8257;DINO;0.9585415;SigLIP;0.5489292;CLIP;0.87242174
409;7763;8371;DINO;0.95140207;SigLIP;0.34080184;CLIP;0.9504266
410;8396;8508;DINO;0.9811982;SigLIP;0.58679855;CLIP;0.9633348
411;2505;8445;DINO;0.9682636;SigLIP;0.35122734;CLIP;0.9706989
412;6438;8445;DINO;0.96795404;SigLIP;0.5279464;CLIP;0.9756575
413;8367;8445;DINO;0.9671832;SigLIP;0.39080048;CLIP;0.97267467
414;6174;8545;DINO;0.9518762;SigLIP;0.47542107;CLIP;0.88133556
415;7884;8550;DINO;0.95166516;SigLIP;0.5183105;CLIP;0.9383482
416;5271;8632;DINO;0.9509268;SigLIP;0.30743545;CLIP;0.79996336
