;id_1;id_2;base_name;score_base;ref_1_name;score_ref_1;ref_2_name;score_ref_2
78;2391;5165;CLIP;0.9543965;SigLIP;0.72523445;DINO;0.469346
79;2391;6030;CLIP;0.9543318;SigLIP;0.70165384;DINO;0.46578294
80;2391;2740;CLIP;0.9534457;SigLIP;0.7927998;DINO;0.45484722
81;2423;6798;CLIP;0.96659696;SigLIP;0.5481157;DINO;0.9534353
82;2467;6220;CLIP;0.95668435;SigLIP;0.50015235;DINO;0.9924491
83;2467;6722;CLIP;0.9528949;SigLIP;0.51035404;DINO;0.99179
84;2471;6659;CLIP;0.9503521;SigLIP;0.29805952;DINO;0.86181813
85;2505;6438;CLIP;0.98146856;SigLIP;0.59363127;DINO;0.99707955
86;2505;7763;CLIP;0.97544897;SigLIP;0.53382754;DINO;0.983623
87;2505;6639;CLIP;0.9751005;SigLIP;0.21565393;DINO;0.9338193
88;2505;6385;CLIP;0.9722811;SigLIP;0.3194692;DINO;0.9852707
89;2537;5240;CLIP;0.95367277;SigLIP;0.3777959;DINO;0.7427117
90;2558;5240;CLIP;0.95169425;SigLIP;0.43252897;DINO;0.88436866
91;2680;4168;CLIP;0.9799944;SigLIP;0.5368438;DINO;0.9899087
92;2692;4131;CLIP;0.9799321;SigLIP;0.56445265;DINO;0.98312575
93;2728;7561;CLIP;0.9605006;SigLIP;0.5426457;DINO;0.9723959
94;2728;3890;CLIP;0.95573986;SigLIP;0.4238987;DINO;0.9451287
95;2740;3611;CLIP;0.95615876;SigLIP;0.2814089;DINO;0.6992196
96;2750;3363;CLIP;0.9527937;SigLIP;0.48659694;DINO;0.9489981
97;2765;3372;CLIP;0.98654866;SigLIP;0.5482408;DINO;0.9888672
98;2766;2937;CLIP;0.9873185;SigLIP;0.29759252;DINO;0.98152643
99;2924;3256;CLIP;0.9549364;SigLIP;0.4798045;DINO;0.9065888
100;2983;6639;CLIP;0.95391285;SigLIP;0.30650416;DINO;0.9056959
101;2983;8371;CLIP;0.9519249;SigLIP;0.5752509;DINO;0.9545877
102;3151;5299;CLIP;0.9572163;SigLIP;0.525136;DINO;0.9751998
103;3195;3719;CLIP;0.9641612;SigLIP;0.47449654;DINO;0.925554
104;3307;8464;CLIP;0.9597819;SigLIP;0.42593777;DINO;0.780889
105;3390;6443;CLIP;0.956192;SigLIP;0.23660515;DINO;0.9580138
106;3394;7142;CLIP;0.95844203;SigLIP;0.40069664;DINO;0.9459274
107;3449;5634;CLIP;0.95738137;SigLIP;0.4885782;DINO;0.9506792
108;3478;8192;CLIP;0.95619035;SigLIP;0.22533077;DINO;0.95992166
109;3490;6126;CLIP;0.9625387;SigLIP;0.39444488;DINO;0.9561627
110;3609;3646;CLIP;0.97559965;SigLIP;0.57207966;DINO;0.90598524
111;3625;8464;CLIP;0.9541755;SigLIP;0.32910836;DINO;0.83300495
112;3719;6857;CLIP;0.95558876;SigLIP;0.49857622;DINO;0.9494295
113;3719;4052;CLIP;0.95553434;SigLIP;0.41826174;DINO;0.94505125
114;3307;3719;CLIP;0.9502994;SigLIP;0.4392891;DINO;0.9353552
115;3780;8445;CLIP;0.96068835;SigLIP;0.5121909;DINO;0.9056695
116;3824;4467;CLIP;0.9676285;SigLIP;0.5332434;DINO;0.968202
117;1592;3857;CLIP;0.9515276;SigLIP;0.55831337;DINO;0.8784892
118;3888;5996;CLIP;0.95488197;SigLIP;0.38134786;DINO;0.9257151
119;3900;5387;CLIP;0.950199;SigLIP;0.23734567;DINO;0.98505795
120;3949;8273;CLIP;0.9799701;SigLIP;0.5321862;DINO;0.9721242
121;4235;7171;CLIP;0.9527024;SigLIP;0.5542418;DINO;0.8347615
122;4349;6888;CLIP;0.95157784;SigLIP;0.45623755;DINO;0.9585495
123;4364;6475;CLIP;0.9524323;SigLIP;0.31237435;DINO;0.9556427
124;4426;7507;CLIP;0.9570527;SigLIP;0.4193796;DINO;0.8527314
125;4468;6976;CLIP;0.95557946;SigLIP;0.40552366;DINO;0.8721626
126;4488;4703;CLIP;0.96393013;SigLIP;0.47597733;DINO;0.8005599
127;1750;4488;CLIP;0.9553836;SigLIP;0.47494406;DINO;0.82472193
128;4560;5996;CLIP;0.9578378;SigLIP;0.3744029;DINO;0.9299607
129;4563;4903;CLIP;0.95193756;SigLIP;0.38811165;DINO;0.95094144
130;3949;4583;CLIP;0.9733765;SigLIP;0.42332503;DINO;0.9575355
131;4583;6781;CLIP;0.9634409;SigLIP;0.4378526;DINO;0.9468086
132;4642;4862;CLIP;0.9593986;SigLIP;0.57208925;DINO;0.9731959
133;4583;4779;CLIP;0.9510009;SigLIP;0.430241;DINO;0.86763084
134;4789;7539;CLIP;0.9634276;SigLIP;0.46787986;DINO;0.6884652
135;4795;5859;CLIP;0.95837516;SigLIP;0.5337584;DINO;0.8928868
136;4825;6005;CLIP;0.95200896;SigLIP;0.4481167;DINO;0.90367067
137;3888;4825;CLIP;0.95021176;SigLIP;0.4261055;DINO;0.9089298
138;4876;6443;CLIP;0.96463656;SigLIP;0.41864353;DINO;0.9680728
